handle,text,fav,location,
@LindseyGrahamSC,"'RT @ShannonBream: SenGraham says:  ""I fully expected President Trump to lose, he won.""  Adds - he deserves deference to his SCOTUS pick.'",0,None,""
@LindseyGrahamSC,"'RT @AbigailCBN: ""At the time his nomination came out we were in the middle of electing a new #POTUS"" @LindseyGrahamSC #MerrickGarland #Bide\\u2026'",0,None,""
@LindseyGrahamSC,"'RT @hughhewitt: of all things Bush.""  @LindseyGrahamSC lighting it up here.'",0,None,""
@LindseyGrahamSC,"'RT @hughhewitt: Great of @LindseyGrahamSC to remind @SenFeinstein and @SenatorLeahy of #TheReidRule...bravo. Also reminds Leahy of his ""who\\u2026'",0,None,""
@LindseyGrahamSC,'RT @hughhewitt: .@LindseyGrahamSC is --smartly-- going to remind Ds (and MSM) about #TheBidenRule. Necessary to correct the record about #N\\u2026',0,None,""
@LindseyGrahamSC,'RT @ShannonBream: SenGraham walks through former statements by Dem Senators re: not selecting a new Justice in the midst of Presidential el\\u2026',0,None,""
@LindseyGrahamSC,'Watch Online: https://t.co/ZGSb4aYuB6 https://t.co/DfPhdfHmkV',15,None,""
@LindseyGrahamSC,'Preparing to question Supreme Court nominee Neil Gorsuch in just a few minutes.  \\n\\nWATCH:  https://t.co/ZGSb4aYuB6',47,None,""
@LindseyGrahamSC,'RT @BuzzAtTheState: Graham to hold Columbia town hall on Saturday https://t.co/Ugf2lAFuvC #thestate',0,None,""
@LindseyGrahamSC,"'RT @skropf47: U.S. Senator Lindsey Graham holding his second Town Hall event, this Saturday at Columbia Metropolitan Convention Center, 12:\\u2026'",0,None,""
@LindseyGrahamSC,"South Carolina Sen. Lindsey Graham appeals to Democrats to vote for 'qualified' Supreme Court nominee Gorsuch https://t.co/VZdi5wl3K9""""""",114,None,""
@LindseyGrahamSC,"Lindsey Graham dares Democrats to explain why Neil Gorsuch is 'not qualified' https://t.co/1jhaf3WvDz""""""",173,None,""
@LindseyGrahamSC,'RT @AbigailCBN: .@LindseyGrahamSC rebutted Dems #MerrickGarland argument by citing floor quote from #JoeBiden when he was Senate Judiciary\\u2026',0,None,""
@LindseyGrahamSC,"'RT @KevinDBishop: @realDonaldTrump deserves to be congratulated for coming up with, I think, the best choice available -- @LindseyGrahamSC\\u2026'",0,None,""
@LindseyGrahamSC,'RT @KevinDBishop: No one could have chosen better than Neil Gorsuch to represent conservatism on the Supreme Court - @LindseyGrahamSC #conf\\u2026',0,None,""
@LindseyGrahamSC,"RT @taylor_reidy: Sen. Graham on Judge Gorsuch's record:\\n\\n#ConfirmGorsuch #SCOTUS https://t.co/nYQckOF9NH""""""",0,None,""
@LindseyGrahamSC,'RT @ChrisJansing: Frequent Trump critic Lindsey Graham says the President should be congratulated for nominating Neil Gorsuch',0,None,""
@LindseyGrahamSC,"RT @smencimer: Sen. Lindsey Graham to Gorsuch: still waiting for someone on the other side to tell me why you're not qualified.""""""",0,None,""
@LindseyGrahamSC,'RT @Tyler2ONeil: Lindsey Graham is making powerful sense in his statement on #Gorsuch. He voted Sotomayor and Kagan. Dems can do likewise.\\u2026',0,None,""
@LindseyGrahamSC,'RT @ChrisJansing: Lindsey Graham spends his ten minutes with an indictment of the politicization of the Supreme Court nomination process',0,None,""
@LindseyGrahamSC,"'RT @alykatzz: Lindsey Graham calls for end to partisan warfare over judicial nominees ""because otherwise we\'re going to destroy the judicia\\u2026'",0,None,""
@LindseyGrahamSC,"RT @ahrferrier: .@LindseyGrahamSC I'm dying to hear someone from the other side say [Judge Gorsuch] isn't qualified""""""",0,None,""
@LindseyGrahamSC,"'RT @PYNance: .@LindseyGrahamSC I am glad people like Judge Gorsuch are willing to do this. 2700 decisions and overruled once."" @CWforA @YWf\\u2026'",0,None,""
@LindseyGrahamSC,'Now making my opening statement at the hearing on Judge Neil Gorsuch for the Supreme Court.  WATCH: https://t.co/Gj8KQbwWB9',49,None,""
@LindseyGrahamSC,'We still need a public response from the FBI and DOJ. https://t.co/6GR8OZdMfd',1032,None,""
@LindseyGrahamSC,"'Historically, presidential budgets do not fare well with Congress.'",879,None,""
@LindseyGrahamSC,'Thanks for having me on this morning. Link to the audio is below. https://t.co/KOWOKrpdm3',68,None,""
@LindseyGrahamSC,'Thanks for having me on this morning.  Listen to the interview at the link below. https://t.co/BqxsdIXdTA',69,None,""
@LindseyGrahamSC,'Wrapping up my last interview of the day with @marthamaccallum on @foxnews. Hope you watch! #InstaGraham #FoxNews\\u2026 https://t.co/eVJy2xpU73',84,None,""
@LindseyGrahamSC,'Speaking with @greta in just a few minutes. https://t.co/PTZ6E8Mwf9',92,None,""
@LindseyGrahamSC,'RT @cspan: Sen. @LindseyGrahamsc &amp; @SenWhitehouse on letter to FBI on @POTUS Wiretapping Claims. Full video here: https://t.co/OZNUfUqlEf h\\u2026',0,None,""
@LindseyGrahamSC,"'RT @evanmcmurry: .@LindseyGrahamSC: \\u201cAnd to my Republican colleagues, it could happen to us next.\\u201d https://t.co/3HcChzxcDU'",0,None,""
@LindseyGrahamSC,"'RT @ABCPolitics: .@LindseyGrahamSC: ""We\'re not demonizing Russia, we\'re exposing what they do in their efforts to break apart democracies.""\\u2026'",0,None,""
@LindseyGrahamSC,'Chairing a 2:30 pm hearing on Tools Russia/Autocracies Use to Undermine Democracies Throughout the World.  \\n\\nWATCH: https://t.co/Wds7pyLqyn',203,None,""
@LindseyGrahamSC,'Chairing a 2:30 pm hearing on Tools Russia/Autocracies Use to Undermine Democracies Throughout the World.  \\n\\nWATCH: https://t.co/Wds7pz31WX',151,None,""
@LindseyGrahamSC,'Thanks for stopping by. Great to speak with you.  #StandwithIsrael https://t.co/JdtBO7XVzs',46,None,""
@LindseyGrahamSC,"Democrats are not going to lift a finger to help Pres Trump. I would do Collapse and Replace if we can't get a good\\u2026 https://t.co/emGVnZo9nx""""""",114,None,""
@LindseyGrahamSC,"'RT @sahilkapur: Sen. Lindsey Graham floats \\u201ccollapse and replace\\u201d strategy: Do nothing, let ACA fail, then make Dems work on a fix. https:/\\u2026'",0,None,""
@LindseyGrahamSC,'RT @PowerPost: \\u2018Is there an investigation?\\u2019 @LindseyGrahamSC demands answers from FBI on #Russia https://t.co/56J42jLrOt via @karoun',0,None,""
@LindseyGrahamSC,"'RT @kylegriffin1: ""We\'ll hold up the Deputy AG\'s nominaction."" \\u2014Sen. Graham on what happens if FBI doesn\'t comply w/ wiretap request https:\\u2026'",0,None,""
@LindseyGrahamSC,'RT @taylor_reidy: Tune in now: @LindseyGrahamSC on @kilmeade \\n\\nhttps://t.co/OC4YMqQ3Lp',0,None,""
@LindseyGrahamSC,'Will speak with Brian @Kilmeade on Fox News Radio in just a few minutes. \\n\\nLISTEN LIVE: https://t.co/XUngjoMIUQ',32,None,""
@LindseyGrahamSC,'Should the GOP fail to coalesce around a bill Graham would advise Trump allow Obamacare to fall apart force Dems to\\u2026 https://t.co/SexIqGJVXa',70,None,""
@LindseyGrahamSC,"'RT @TODAYshow: WATCH: \\u201cIf it\\u2019s not true, just tell me it\\u2019s not true. Why is it taking so long to get the answer?\\u201d @LindseyGrahamSC on wiret\\u2026'",0,None,""
@LindseyGrahamSC,'About to speak with NBC Today Show. https://t.co/sHFOi0PRdC',112,None,""
@LindseyGrahamSC,"'RT @jamiejmcintyre: Sen. @LindseyGrahamSC on Marines disparaging women on social media: appeal to their better nature, or scare the hell ou\\u2026'",0,None,""
@LindseyGrahamSC,'About to question the witnesses at the Armed Services Committee hearing on the Marines United Website.  WATCH: https://t.co/tO8d8HeKx1',108,None,""
@LindseyGrahamSC,"'RT @FoxNews: .@LindseyGrahamSC to @POTUS: ""If you can\\u2019t find a bill that you think helps America...walk away Mr. President, let [#Obamacare\\u2026'",0,None,""
@LindseyGrahamSC,"'RT @FoxNews: .@LindseyGrahamSC: ""Here\'s where I come down on this: #Obamacare is a disaster."" #oreillyfactor https://t.co/m3Hqmu3r0o'",0,None,""
@LindseyGrahamSC,'Speaking with Fox News @oreillyfactor tonight at 8 pm about the many problems with Obamacare.  Hope you tune in!',85,None,""
@LindseyGrahamSC,'Scheduled to be a guest tonight on Fox News @oreillyfactor at 8 PM.  Hope you tune in.',97,None,""
@LindseyGrahamSC,"Great to see you today. Hope you have a wonderful time visiting our nation's capital. https://t.co/2cIm2SamdE""""""",90,None,""
@LindseyGrahamSC,"'RT @NicoleCNN: .@LindseyGrahamSC: ""Any budget we pass that guts @StateDept budget, we will never win this war [vs ISIS]. In fact, ISIS will\\u2026'",0,None,""
@LindseyGrahamSC,"'RT @kristina_wong: .@LindseyGrahamSC says ""ISIS will be celebrating"" if @StateDept budget is gutted.'",0,None,""
@LindseyGrahamSC,'RT @CNN: Sen. Lindsey Graham says he is ready to subpoena the intelligence agencies for potential Trump wiretap evidence https://t.co/M89vP\\u2026',0,None,""
@LindseyGrahamSC,"RT @mkraju: NEWS: Lindsey Graham tells me he's willing to subpoena DOJ for info on allegations Obama wiretapped Trump. https://t.co/1dEGPLM\\u2026""""""",0,None,""
@LindseyGrahamSC,"'RT @frankthorp: JUST IN: Sens Graham &amp; Whitehouse ask FBI for copies of warrants""related to wiretaps of President Trump, the Trump Campaign\\u2026'",0,None,""
@LindseyGrahamSC,'An attack on one political party should be considered an attack on all. We must push back on Russian election interference at home &amp; abroad.',21601,None,""
@LindseyGrahamSC,'Now chairing subcommittee hearing on understanding of Russia\\u2019s policies and intentions toward democracy.  WATCH: https://t.co/Rjtzz9yFiX',283,None,""
@LindseyGrahamSC,'How good was the meeting with @POTUS? \\n\\nI gave him my NEW cell phone number.',3642,None,""
@LindseyGrahamSC,'President Trump is in deal-making mode and I hope Congress is like-minded. (2/3)',185,None,""
@LindseyGrahamSC,'Great lunch meeting with @POTUS today. President Trump is strongly committed to rebuilding our military which is music to my ears. (1/3)',343,None,""
@LindseyGrahamSC,'About to question the witnesses in Senate Judiciary hearing.  WATCH: https://t.co/axL9rUBZ0S',51,None,""
@LindseyGrahamSC,"I'm worried about doing it right. I've seen 1 process that produced Obamacare where you vote on Christmas Eve. I do\\u2026 https://t.co/cHyjYNPuI8""""""",524,None,""
@LindseyGrahamSC,'RT @StevenTDennis: Lindsey Graham backs the travel ban; congratulates Trump admin for exempting\\n* People with visas\\n* green card holders\\n*\\u2026',0,None,""
@LindseyGrahamSC,"My statement on today's Executive Order to keep America safe. https://t.co/Pq4yHrRrrT""""""",170,None,""
@LindseyGrahamSC,"Today's Executive Order will help achieve President Trump\\u2019s goal of making us safer.""""""",306,None,""
@LindseyGrahamSC,'Thanks for stopping by. Great to see everyone! @UofSC https://t.co/7K5GcLf2y7',31,None,""
@LindseyGrahamSC,"My take on Putin's Russia and the role they are playing in undermining democracy around the world. https://t.co/hv4KV1hNAN""""""",361,None,""
@LindseyGrahamSC,'A tough crowd but I appreciate everyone who came out on Saturday to participate in the Clemson Town Hall. https://t.co/ddYFIWwuxl',625,None,""
@LindseyGrahamSC,'A tough crowd but I appreciate everyone who came out today to participate in the Clemson Town Hall. #scnews https://t.co/zvLR7dZKJ',1559,None,""
@LindseyGrahamSC,'LIVESTREAM of Town Hall from Clemson\\n\\nWATCH: https://t.co/45wBod85Wi',163,None,""
@LindseyGrahamSC,"I've been told @foxcarolinanews will be LIVESTREAMING today's Town Hall at 10:30 AM  WATCH: https://t.co/45wBod85Wi""""""",118,None,""
@LindseyGrahamSC,'Look forward to the Town Hall Meeting tomorrow.\\n\\nSat. 10:30 a.m.\\nClemson University\\nBrooks Center for the Performing Arts\\n141 Jersey Lane',287,None,""
@LindseyGrahamSC,'It\\u2019s the best decision for the country and DOJ.  \\n\\nI have full confidence in Jeff Sessions serving as Attorney General. (2/2)',194,None,""
@LindseyGrahamSC,'Great decision by Attorney General Jeff Sessions to recuse himself from any potential investigation involving 2016 campaign. (1/2)',376,None,""
@LindseyGrahamSC,"'RT @FoxNews: ""They were asking [Jeff Sessions] about campaign contacts w/ the Russians and he said he had none and I believe him."" \\u2013@Lindse\\u2026'",0,None,""
@LindseyGrahamSC,"'RT @FoxNews: .@LindseyGrahamSC: ""I believe [Sessions] should recuse himself if there is an investigation about the Trump campaign and Russi\\u2026'",0,None,""
@LindseyGrahamSC,'Will be speaking with @FoxNews in just a few minutes.',49,None,""
@LindseyGrahamSC,'Will be speaking with Fox News @ShepNewsTeam about 3:30 pm today. Tune in.',85,None,""
@LindseyGrahamSC,"Very pleased my friend @GovernorPerry has been confirmed as our new Secretary of @ENERGY. He'll bring a fresh perspective to DOE.""""""",85,None,""
@LindseyGrahamSC,'Sessions needs to explain his contacts with the Russian ambassador during his service as a Senator - that\\u2019s appropriate. (2/2)',542,None,""
@LindseyGrahamSC,'As to Democrat calls for Jeff Sessions resignation \\u2013 that\\u2019s crazy. (1/2)',200,None,""
@LindseyGrahamSC,"'Congratulations to @RealBenCarson, our new Secretary of @HUDgov.'",92,None,""
@LindseyGrahamSC,'So which was it -- Fun or Disaster? https://t.co/rVo9l4dZ2i',303,None,""
@LindseyGrahamSC,'Fun or Disaster? Check out our pre-CNN Town Hall Snapchat! Username: lindseygrahamsc https://t.co/iAOSx3PUEV',61,None,""
@LindseyGrahamSC,"'RT @postandcourier: .@LindseyGrahamSC: ""It\'s not a war against Islam, it\'s a war against nut jobs."" \\n#CNNTownHall #scpol #sctweets'",0,None,""
@LindseyGrahamSC,"'RT @postandcourier: .@LindseyGrahamSC ""Has anyone ever told you what winning looks like in the war on terror?"" #CNNTownHall  #scpol'",0,None,""
@LindseyGrahamSC,"'RT @postandcourier: ""The best way to avoid conflict is to intervene before it\'s too late.. #Trump has North Korea right,"" says @LindseyGrah\\u2026'",0,None,""
@LindseyGrahamSC,"'RT @postandcourier: .@LindseyGrahamSC ""Do you know anything much about North Korea? This guy is nuts."" #CNNTownHall #scpol'",0,None,""
@LindseyGrahamSC,"RT @USGLC: .@LindseyGrahamSC: Can't \\u201cdestroy soft power\\u2026 diplomatic tools\\u2026 we\\u2019re never going to win this war by military strength alone\\u201d #C\\u2026""""""",0,None,""
@LindseyGrahamSC,"'RT @jeffzeleny: ""I think he\'s a deal maker\'s deal maker,"" @LindseyGrahamSC says of @realDonaldTrump -- a compliment! -- to @DanaBashCNN on\\u2026'",0,None,""
@LindseyGrahamSC,"'RT @OutFrontCNN: Worth up to $60B, @lindseygrahamsc says #Putin is either ""the best money manager in the world, or he\'s a crook"" https://t.\\u2026'",0,None,""
@LindseyGrahamSC,"'RT @postandcourier: ""The guy I saw last night can govern this country,"" says @LindseyGrahamSC referring to #Trump\'s Tuesday speech. #scpol\\u2026'",0,None,""
@LindseyGrahamSC,'RT @readthebrooks: .@LindseyGrahamSC took it upon himself to help Nazanin Zinouri return to #SouthCarolina https://t.co/Z5U5JYqbbh #scpol h\\u2026',0,None,""
@LindseyGrahamSC,"RT @GregoryYYee: .@LindseyGrahamSC on #Putin's massive net worth and efforts to undermine democracy https://t.co/8LNeicKxja""""""",0,None,""
@LindseyGrahamSC,"'RT @postandcourier: .@LindseyGrahamSC: ""#Putin is not a friend to #democracy, he is a crook... Either he\'s the best money manager in the wo\\u2026'",0,None,""
@LindseyGrahamSC,"'RT @jlifhits: ""Don\'t worry about John and Lindsey Graham looking into Russia, because Russia is not our friend"" @LindseyGrahamSC says'",0,None,""
@LindseyGrahamSC,"'RT @CNN: Graham on Trump speech: \\u201cWe need more of that guy and less of the tweeting guy"" https://t.co/915Pm5IEV3 #CNNTownHall https://t.co/\\u2026'",0,None,""
@LindseyGrahamSC,"'RT @OutFrontCNN: ""You did really a good job...we need more of that guy...less of the tweeting guy."" @LindseyGrahamSC speaks to @POTUS https\\u2026'",0,None,""
@LindseyGrahamSC,"RT @postandcourier: #CNNTownHall with #SouthCarolina's @LindseyGrahamSC and @SenJohnMcCain starts now. Follow along with us and @Andy_Ed_Br\\u2026""""""",0,None,""
@LindseyGrahamSC,'RT @CNN: Sens. John McCain and Lindsey Graham join @DanaBashCNN for a live #CNNTownHall. Watch tonight at 9 p.m. ET https://t.co/ZTvskCjped\\u2026',0,None,""
@LindseyGrahamSC,"Don't miss our #CNNTownHall tonight - be sure to tune in to @CNN at 9PM ET! https://t.co/bajsEuVwvU""""""",123,None,""
@LindseyGrahamSC,"'to rebuild military, grow economy, fix broken immigration system &amp; confirm conservative judges to the bench. 2/2'",125,None,""
@LindseyGrahamSC,'Very much appreciate @POTUS call for unity and bipartisanship. Looking forward to working with him 1/2',192,None,""
@LindseyGrahamSC,"'Answered constituent questions today about Russia, Obamacare repeal, and more. Great fun!\\n\\nWATCH: https://t.co/qlrLXtDYzy'",38,None,""
@LindseyGrahamSC,"'Answered constituent questions about Russia, Obamacare repeal, and more earlier today. Great fun!\\n\\nWATCH: https://t.co/qlrLXtDYzy'",70,None,""
@LindseyGrahamSC,"'Answered questions today about Russia, Obamacare repeal, and more. Great fun!\\n\\nIn case you missed it, WATCH: https://t.co/qlrLXtVzr6'",29,None,""
@LindseyGrahamSC,"'Answered constituent questions earlier today about Russia, Obamacare repeal, and more. Great fun!  \\n\\nWATCH: https://t.co/rmM1X8dpD9'",57,None,""
@LindseyGrahamSC,"'Just spent 30 minutes answering constituent questions about Russia, Obamacare repeal, and more. Great fun!  \\n\\nWATCH: https://t.co/qlrLXtDYzy'",154,None,""
@LindseyGrahamSC,'RT @NoahLSilverman: \\u201cThis is institutionalized support for terrorism.\\u201d @LindseyGrahamSC on the PA\\u2019s payments to terrorist murderers. \\u201cEnoug\\u2026',0,None,""
@LindseyGrahamSC,"'RT @jacobkornbluh: .@LindseyGrahamSC urges @AIPAC to ""get on board"" and support the Taylor Force Act'",0,None,""
@LindseyGrahamSC,'RT @AbigailCBN: The #TaylorForceAct aims to halt #PalestinianAuthority funding if they cont paying $$ rewards 2 terrorists &amp; their families',0,None,""
@LindseyGrahamSC,'RT @RJC: Senator @LindseyGrahamSC was asked if he thought the Trump admin would sign the Taylor Force Act. He said he is confident @POTUS w\\u2026',0,None,""
@LindseyGrahamSC,'RT @kampeas: .@LindseyGrahamSC reintroduces bill that would defund Palestinian Auth until it stops comp for families of those jailed for te\\u2026',0,None,""
@LindseyGrahamSC,"'RT @AbigailCBN: .@LindseyGrahamSC re-introduces ""Taylor Force Act"" alongside @SenTomCotton @RoyBlunt &amp; parents of #TaylorForce, grad studen\\u2026'",0,None,""
@LindseyGrahamSC,"'RT @RJC: .@LindseyGrahamSC: if Taylor Force Act comes to a vote, the Senate will unite behind it.'",0,None,""
@LindseyGrahamSC,'RT @RJC: .@LindseyGrahamSC says he is told that his colleagues in the House will be able to get the Taylor Force Act passed.',0,None,""
@LindseyGrahamSC,"'RT @jacobkornbluh: .@LindseyGrahamSC: If Taylor Force Act, aimed to stop aid to the Palestinians,  comes to the floor for vote it will be p\\u2026'",0,None,""
@LindseyGrahamSC,'RT @RJC: .@LindseyGrahamSC is explaining that the Palestinian Authority rewards terrorists and their families with money &amp; military honors.',0,None,""
@LindseyGrahamSC,"'RT @RJC: .@LindseyGrahamSC, @RoyBlunt, @TomCottonAR, @leezeldin, and @RepDLamborn are all here to announce the reintroduction of the Taylor\\u2026'",0,None,""
@LindseyGrahamSC,'RT @KevinDBishop: Taylor Force Act introduction with @LindseyGrahamSC and others will be streaming here.  WATCH: https://t.co/ZRPkbVD5Az',0,None,""
@LindseyGrahamSC,'Press conference this morning to reintroduce the Taylor Force Act.\\n\\n10:00 am\\n220 Russell Senate Office Building\\nWashington',30,None,""
@LindseyGrahamSC,'RT @RJC: BIG ANNOUNCEMENT: @LindseyGrahamSC will be reintroducing the Taylor Force Act tomorrow! https://t.co/TLTjEFVDDa',0,None,""
@LindseyGrahamSC,"'Congratulations to Wilbur Ross, our new Secretary of Commerce.  A bipartisan Senate vote in support of his nomination, 72-27.'",101,None,""
@LindseyGrahamSC,"'Will be reintroducing the Taylor Force Act tomorrow, Tuesday  10:00 am in Washington. Learn more about this issue.  https://t.co/ukYHj0rfXn'",58,None,""
@LindseyGrahamSC,'Will be reintroducing the Taylor Force Act Tuesday in Washington.  Read more about this important legislation.  https://t.co/ukYHj0rfXn',77,None,""
@LindseyGrahamSC,"My statement on Lt. Gen. H.R. McMaster serving as President Trump's National Security Adviser. https://t.co/bUfrFV6UqF""""""",325,None,""
@LindseyGrahamSC,'RT @GavinJackson: Sen. Lindsey Graham will not be attending the Boeing 787-10 Dreamliner rollout today at Boeing due to a Senate confirmati\\u2026',0,None,""
@LindseyGrahamSC,'The employees\\u2019 vote is a strong signal to other businesses that South Carolina is a great place to call home! https://t.co/4odMN8oRh4',75,None,""
@LindseyGrahamSC,'Pleased to hear the results of the election. Boeing is a valued community leader and a staple of the South Carolina\\u2026 https://t.co/7xxEQqwBII',82,None,""
@LindseyGrahamSC,'I\\u2019m confident Mick Mulvaney will provide the Trump Administration with wise advice in all budget-related matters.#OMBnom',41,None,""
@LindseyGrahamSC,'Mick Mulvaney understands the top priority of the federal government is to defend our nation.  #OMBnom',59,None,""
@LindseyGrahamSC,'Mick Mulvaney is a true budget expert who is passionate about government reform and controlling spending.',64,None,""
@LindseyGrahamSC,'Congratulations to Mick Mulvaney -- the new Director of the Office of Management and Budget.',72,None,""
@LindseyGrahamSC,'RT @cspan: Happening Now: U.S. Senate vote to confirm Rep. Mick Mulvaney to be OMB Director \\u2013 LIVE on C-SPAN2 https://t.co/TkSVuzIn2v https\\u2026',0,None,""
@GOPLeader,'RT @AIPAC: SPEAKING NOW: @GOPLeader &amp; @WhipHoyer at #AIPAC2017 \\u27a1\\ufe0f https://t.co/HmvBzGxib8',0,None,""
@GOPLeader,'RT @AIPAC: LATER: @GOPLeader Kevin McCarthy will address #AIPAC2017. Stream our General Session live at 4:30 PM ET \\u27a1\\ufe0f https://t.co/HmvBzGxi\\u2026',0,None,""
@GOPLeader,'RT @DailyCaller: McCarthy: \\u2018Obamacare Will Be Repealed And Replaced\\u2019 https://t.co/mnVa8SDr7R https://t.co/oOTgNcYGdG',0,None,""
@GOPLeader,'RT @SpeakerRyan: Another regulatory power grab from the Obama Administration is getting rolled back. This one reverses a harmful U.S. Fish\\u2026',0,None,""
@GOPLeader,"'With commitment to policies that enable and promote innovation in government, our future will be brighter than our\\u2026 https://t.co/QnLu4ZFgAg'",26,None,""
@GOPLeader,'RT @SpeakerRyan: Back to work with another Congressional Review Act that nullifies confusing regulations from the Obama Dept of Labor. Next\\u2026',0,None,""
@GOPLeader,"#KeystoneXL\\u2019s econ benefits will reverberate throughout the country. Thx to @POTUS we're one step closer to N. Amer\\u2026 https://t.co/MllpjxIr9z""""""",241,None,""
@GOPLeader,'RT @VP: .@POTUS &amp; I know the way to lower costs is to create a dynamic national marketplace \\u2013 and that\\u2019s what the #AHCA will do. #PassTheBi\\u2026',0,None,""
@GOPLeader,'RT @EdWorkforce: 7 years under #Obamacare is enough. Here are 7 ways the law has failed working families: https://t.co/qgii3VVUp5',0,None,""
@GOPLeader,'RT @RepKevinBrady: The choice is clear \\u27a1\\ufe0f stand with @POTUS or stand with #Obamacare. I stand with @realDonaldTrump \\U0001f1fa\\U0001f1f8',0,None,""
@GOPLeader,'RT @RepHensarling: My choice today: I can vote to advance the cause of freedom &amp; stand by @POTUS or stand for #obamacare.  I choose freedom\\u2026',0,None,""
@GOPLeader,'For seven years Obamacare has failed America. The time has come to repeal and replace it. #PassTheBill https://t.co/s6yttGnesA',368,None,""
@GOPLeader,"'Keeping our promise to repeal ObamaCare, writes @SpeakerRyan https://t.co/QqZd6QqYon via @WSJ'",276,None,""
@GOPLeader,"'RT @RiponSociety: #tbt - @GOPLeader says regulatory reform is not only about economics, but about holding government accountable - https://\\u2026'",0,None,""
@GOPLeader,"'Seven years of #Obamacare is enough. Americans deserve a superior, patient-centered health system. https://t.co/k61HSetqcj'",42,None,""
@GOPLeader,"'#AHCA repeals the most disruptive mandates, taxes, and rules from #Obamacare. https://t.co/Kh7zdVN9bA'",23,None,""
@GOPLeader,'Government shouldn\\u2019t dictate our health care choices. #AHCA provides a stable transition to a new reformed health c\\u2026 https://t.co/Vq9emNajoo',23,None,""
@GOPLeader,'#AHCA protects life by preventing your tax \\U0001f4b5 from funding abortions. https://t.co/8DFIsPEWUI https://t.co/vJI6eloHdO',409,None,""
@GOPLeader,'We\\u2019re doing what we said we would do \\u2192 #RepealAndReplace https://t.co/cyQyzJy1EK',94,None,""
@GOPLeader,"'This is #Obamacare gone. Our three-phase plan will empower Americans w/ access, choice, and affordability.\\u2026 https://t.co/cLmiFUelJq'",94,None,""
@GOPLeader,'Small businesses have been devastated by #Obamacare. #RepealAndReplace https://t.co/VnJOnMtHEj',57,None,""
@GOPLeader,"'Targeting the British capital is an attack not only on innocent people, but on our values as well. We stand in solidarity w/ our UK allies.'",92,None,""
@GOPLeader,"'My statement on House passage of H.R. 372, the Competitive Health Insurance Reform Act: https://t.co/oVbrEOLp5t'",15,None,""
@GOPLeader,'Just in \\u2192 The House just passed legislation to restore healthy competition in the health insurance industry.\\u2026 https://t.co/52YKQWC5sc',116,None,""
@GOPLeader,'\\U0001f449 \\u201cHouse To Vote Today on Phase-Three Health Care Bills\\u201d https://t.co/OrAYPOUfE4',19,None,""
@GOPLeader,'RT @housebudgetGOP: Get the facts on Obamacare vs the American Health Care Act \\u2193 https://t.co/FS3scpRsA4',0,None,""
@GOPLeader,"'Under #Obamacare, consumers have been hit w/ fewer options &amp; rising costs due to the decline in health insurance ma\\u2026 https://t.co/xmkgVhpRlv'",17,None,""
@GOPLeader,'RT @WaysandMeansGOP: The #AHCA continues our work to protect life by preventing your tax dollars from funding abortions.\\nhttps://t.co/Mq1cc\\u2026',0,None,""
@GOPLeader,'RT @RepWalberg: The Small Business Health Fairness Act gives #smallbiz the same economies of scale in health insurance that large corporati\\u2026',0,None,""
@GOPLeader,'Important op-ed by @RepWalberg &amp; @SamsPressShop on our work to lower health care costs for #smallbiz https://t.co/ImEFZRWBc2',14,None,""
@GOPLeader,'RT @SecPriceMD: Our 3-pronged approach to #healthcare reform is going to free #patients. #1 \\u2192 #AHCA. #2 \\u2192 taking regulatory action. https:/\\u2026',0,None,""
@GOPLeader,'It was an honor to be apart of @Leagueof_Dreams opening ceremonies this Sunday. Every child should have the chance\\u2026 https://t.co/oXoGT7JkmJ',26,None,""
@GOPLeader,"'RT @NASA: #ICYMI: Today, @POTUS signed our authorization act, ensuring we remain a leader in exploration, innovation &amp; science https://t.co\\u2026'",0,None,""
@GOPLeader,"'#ICYMI: Last night, House Republicans took additional action to strengthen the American Health Care Act.\\u2026 https://t.co/HDvqc50qww'",374,None,""
@GOPLeader,'RT @SpeakerRyan: FACT: The American Health Care Act restores pro-life principles to our health care system. #PassTheBill https://t.co/vSAD1\\u2026',0,None,""
@GOPLeader,"'RT @HouseSmallBiz: .@GOPLeader on #SmallBiz Owners: ""1st to work, last to leave, last to get paid. But you know those who work for you are\\u2026'",0,None,""
@GOPLeader,'RT @VP: Happy to have Kevin McCarthy (@GOPLeader) drop by my office at the @WhiteHouse today to discuss momentum toward #repealandreplace.\\u2026',0,None,""
@GOPLeader,"'RT @HouseSmallBiz: .@GOPLeader: ""10,000 #smallbiz have closed down costing 300,000 jobs because of Obamacare."" https://t.co/khOMQzPKNd'",0,None,""
@GOPLeader,'Great meeting w/ @POTUS today on our work to repeal &amp; replace #Obamacare with multiple pieces of legislation this w\\u2026 https://t.co/r15PMXBcth',44,None,""
@GOPLeader,"'RT @HouseGOP: ""Thursday will be the day we keep our word."" \\n@GOPLeader #AHCA'",0,None,""
@GOPLeader,'RT @sarahdwire: .@GOPLeader says House will vote Thursday on GOP health care bill. Would be seven years to day from when Obama signed Affor\\u2026',0,None,""
@GOPLeader,'RT @SpeakerRyan: Retweet if you agree \\u2192 Seven years of #Obamacare is enough. https://t.co/Sv8f0dJsuC',0,None,""
